name,cas_number,delta_d,delta_p,delta_h,radius,type,confidence,source_count,source,source_url,dataset_id,name_iupac,name_common
PVF? (DMF ONLY GOOD SOLVENT),,17.4,13.7,11.3,2.0,Polymer Solubility Data from Various Sources,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers",,
PVIBE,,16.0,1.0,8.0,10.0,Vinyl Resins - Solvent Range,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers,hsp_polymers_2",,PVIBE
PVINYLBUTYLETHER,,17.4,3.4,7.8,8.4,Based on Solvent Range Solubility Data - Not too Reliable,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers,hsp_polymers_2",,PVINYLBUTYLETHER
"PVOH (NOT GOOD, SEE CHAP. 5)",,17.0,9.0,18.0,4.0,Based on Solvent Range Solubility Data - Not too Reliable,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers",,
R ABS,,17.6,8.6,6.4,10.9,Chemical Resistance of Plastics,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers,hsp_polymers_2",,R ABS
R ACM,,16.8,11.8,11.6,17.0,Chemical Resistance of Elastomers,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers,hsp_polymers_2",,R ACM
R AU ESTER PU,,17.9,13.3,10.7,17.1,Chemical Resistance of Elastomers,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers,hsp_polymers_2",,R AU ESTER PU
R BUTYL,,18.0,0.0,3.0,9.0,Chemical Resistance of Elastomers,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers,hsp_polymers_2",,R BUTYL
R CELLULOSE ACETATE,,14.9,7.1,11.1,12.4,Chemical Resistance of Plastics,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers,hsp_polymers_2",,R CELLULOSE ACETATE
R CHLORINATED PVC,,17.5,6.5,5.5,6.3,Chemical Resistance of Plastics,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers,hsp_polymers_2",,R CHLORINATED PVC
R CR CHLOROPRENE,,24.6,8.6,6.4,20.4,Chemical Resistance of Elastomers,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers,hsp_polymers_2",,R CR CHLOROPRENE
R CSM,,28.0,14.0,3.4,28.3,Chemical Resistance of Elastomers,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers,hsp_polymers_2",,R CSM
R DIALLYLPHTHALATE,,22.2,12.2,8.6,15.8,Chemical Resistance of Plastics,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers,hsp_polymers_2",,R DIALLYLPHTHALATE
R EBONITE (DATA FIT 0.722),,18.7,6.1,2.7,6.6,Chemical Resistance of Elastomers,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers",,
R ECO,,21.3,8.1,6.1,12.0,Chemical Resistance of Elastomers,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers,hsp_polymers_2",,R ECO
R EPDM,,18.6,-3.4,4.4,10.7,Chemical Resistance of Elastomers,0.3,1,hansen_a2,,hansen_a2,,
R EPOXY COLD CURING,,16.8,10.8,8.8,8.2,Chemical Resistance of Plastics,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers,hsp_polymers_2",,R EPOXY COLD CURING
R EPOXY HOT CURING,,18.3,12.3,9.7,7.3,Chemical Resistance of Plastics,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers,hsp_polymers_2",,R EPOXY HOT CURING
R ETHYLENE/PROPYLENE,,16.6,0.0,5.2,9.1,Chemical Resistance of Elastomers,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers,hsp_polymers_2",,R ETHYLENE/PROPYLENE
R FKM (VIT ON) (0.76 DATA FIT),,11.6,23.0,5.0,21.6,Chemical Resistance of Elastomers,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers",,
R FQ FL/SI,,15.9,20.1,6.9,16.8,Chemical Resistance of Elastomers,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers,hsp_polymers_2",,R FQ FL/SI
R HDPE/LDPE,,17.5,4.3,8.3,3.9,Chemical Resistance of Plastics,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers,hsp_polymers_2",,R HDPE/LDPE
R HET RESIN,,17.5,11.3,8.3,8.6,Chemical Resistance of Plastics,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers,hsp_polymers_2",,R HET RESIN
R ISOPHTHALIC,,19.8,17.4,4.2,18.0,Chemical Resistance of Plastics,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers,hsp_polymers_2",,R ISOPHTHALIC
R NBR,,19.8,17.8,3.2,19.0,Chemical Resistance of Elastomers,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers,hsp_polymers_2",,R NBR
R NR NAT RUB,,20.8,1.8,3.6,14.0,Chemical Resistance of Elastomers,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers,hsp_polymers_2",,R NR NAT RUB
R PA12,,18.5,8.1,9.1,6.3,Chemical Resistance of Plastics,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers,hsp_polymers_2",,R PA12
R PA66,,18.2,8.8,10.8,5.2,Chemical Resistance of Plastics,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers,hsp_polymers_2",,R PA66
R PET,,19.1,6.3,9.1,4.8,Chemical Resistance of Plastics,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers,hsp_polymers_2",,R PET
R PEU ETHER PU,,17.9,13.3,10.7,17.1,Chemical Resistance of Elastomers,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers,hsp_polymers_2",,R PEU ETHER PU
R PMMA,,19.3,16.7,4.7,17.4,Chemical Resistance of Plastics,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers,hsp_polymers_2",,R PMMA
R POLYAMIDEIMIDE,,18.5,5.7,8.7,4.2,Chemical Resistance of Plastics,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers,hsp_polymers_2",,R POLYAMIDEIMIDE
R POLYBUTYLENETEREPH,,18.0,5.6,8.4,4.5,Chemical Resistance of Plastics,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers,hsp_polymers_2",,R POLYBUTYLENETEREPH
R POLYCARBONATE,,19.1,10.9,5.1,12.1,Chemical Resistance of Plastics,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers,hsp_polymers_2",,R POLYCARBONATE
R POLYIMIDES,,24.3,19.5,22.9,21.6,Chemical Resistance of Plastics,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers,hsp_polymers_2",,R POLYIMIDES
R POLYPHENYLENEOXIDE,,16.9,8.9,2.7,11.7,Chemical Resistance of Plastics,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers,hsp_polymers_2",,R POLYPHENYLENEOXIDE
R POLYPROPYLENE,,17.2,5.6,-0.4,4.5,Chemical Resistance of Plastics,0.3,1,hansen_a2,,hansen_a2,,
R POLYSULPHONE,,19.8,11.2,6.2,11.3,Chemical Resistance of Plastics,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers,hsp_polymers_2",,R POLYSULPHONE
R POM ACETAL,,17.2,9.0,9.8,5.3,Chemical Resistance of Plastics,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers,hsp_polymers_2",,R POM ACETAL
R Q SILICONE (0.748 D ATA FIT),,13.8,5.0,1.2,14.3,Chemical Resistance of Elastomers,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers,hsp_polymers_2",,R Q SILICONE (0.748 D ATA FIT)
R SBR,,17.2,6.0,4.6,9.8,Chemical Resistance of Elastomers,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers,hsp_polymers_2",,R SBR
R T SULPHIDE,,25.3,17.3,6.7,23.6,Chemical Resistance of Elastomers,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers,hsp_polymers_2",,R T SULPHIDE
R TEREPHTALIC,,19.8,17.4,4.2,18.0,Chemical Resistance of Plastics,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers,hsp_polymers_2",,R TEREPHTALIC
R TFP TETFLPROP (0.744 DATA FIT),,16.6,6.8,0.6,7.9,Chemical Resistance of Elastomers,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers,hsp_polymers_2",,R TFP TETFLPROP (0.744 DATA FIT)
R TPX,,18.8,1.4,6.4,7.9,Chemical Resistance of Plastics,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers,hsp_polymers_2",,R TPX
R+H PBA,,16.0,8.0,8.0,12.0,Acrylics - Solvent Range,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers,hsp_polymers_2",,R+H PBA
R+H PEMA,,19.0,9.0,8.0,11.0,Acrylics - Solvent Range,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers,hsp_polymers_2",,R+H PEMA
R+H PiMBA,,20.7,4.1,10.7,11.5,Acrylics - Solvent Range,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers,hsp_polymers_2",,R+H PiMBA
R+H PMAA,,25.6,11.2,19.6,20.3,Acrylics - Solvent Range,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers,hsp_polymers_2",,R+H PMAA
R+H PMMA,,19.1,11.3,4.1,10.3,Acrylics - Solvent Range,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers,hsp_polymers_2",,R+H PMMA
R+H PNBMA,,16.0,6.2,6.6,9.5,Acrylics - Solvent Range,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers,hsp_polymers_2",,R+H PNBMA
RUBBER MOD PS,,20.0,5.0,1.0,7.0,Styrene Polymers And Copolymers - Solvent Range,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers,hsp_polymers_2",,RUBBER MOD PS
SAN,,16.6,9.8,7.6,4.8,Based on Solvent Range Solubility Data - Not too Reliable,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers,hsp_polymers_2",Styrene-acrylonitrile,SAN
SAN 85/15,,19.1,9.5,3.1,8.7,Styrene Polymers And Copolymers - Solvent Range,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers,hsp_polymers_2",,SAN 85/15
SANTOLITE MHP ARYLSULFONA,,18.4,12.0,8.4,10.6,Miscellaneous - Solvent Range,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers,hsp_polymers_2",,SANTOLITE MHP ARYLSULFONA
SARAN F-120 VCL2/AN?,,28.8,16.8,0.8,23.7,Vinyl Resins - Solvent Range,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers",,
SARAN F-220 ?,,28.8,16.8,0.8,23.7,Vinyl Resins - Solvent Range,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers",,
SARANEX 4HR,,17.7,18.3,0.7,18.4,Correlations for Some Barrier-Type Polymers,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers,hsp_polymers_2",,SARANEX 4HR
SHELL POLYALDEHYDE EX 39,,19.6,10.0,3.6,9.4,Styrene Polymers And Copolymers - Solvent Range,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers,hsp_polymers_2",,SHELL POLYALDEHYDE EX 39
SHELL POLYALDEHYDE EX 40,,19.6,10.0,3.6,9.4,Styrene Polymers And Copolymers - Solvent Range,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers,hsp_polymers_2",,SHELL POLYALDEHYDE EX 40
SHELL X-450,,19.3,9.5,11.1,11.1,Styrene Polymers And Copolymers - Solvent Range,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers,hsp_polymers_2",,SHELL X-450
SHELLAC,,19.7,10.1,15.1,10.7,Based on Solvent Range Solubility Data - Not too Reliable,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers,hsp_polymers_2",,SHELLAC
SILICONE DC 23?,,16.4,0.0,7.8,5.5,Based on Solvent Range Solubility Data - Not too Reliable,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers",,
SILICONE DC-1107?,,19.6,3.4,10.8,9.8,Based on Solvent Range Solubility Data - Not too Reliable,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers",,
SINCLAIR 3840A,,18.4,4.0,9.6,7.3,Vinyl Resins - Solvent Range,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers,hsp_polymers_2",,SINCLAIR 3840A
SMA 1430A,,18.8,11.4,16.4,14.1,Styrene Polymers And Copolymers - Solvent Range,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers,hsp_polymers_2",,SMA 1430A
SOALKYD 1935-EGAX,,18.0,11.6,8.5,9.0,Binders in Solution: Alkyds and Polyesters,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers,hsp_polymers_2",,SOALKYD 1935-EGAX
SOAMIN M 60,,15.9,8.1,6.5,10.6,Amino Resins,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers,hsp_polymers_2",,SOAMIN M 60
SOL MYLAR 49001,,19.0,5.0,4.0,5.0,Polyesters - Solvent Range,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers,hsp_polymers_2",,SOL MYLAR 49001
SOL MYLAR 49002,,19.0,5.0,5.0,5.0,Polyesters - Solvent Range,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers,hsp_polymers_2",,SOL MYLAR 49002
STY MAL ANH,,23.4,13.8,15.2,16.5,Styrene Polymers And Copolymers - Solvent Range,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers,hsp_polymers_2",,STY MAL ANH
STY/2EHA/AA 81/11/8,,17.7,4.9,5.9,5.9,Styrene Polymers And Copolymers - Solvent Range,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers,hsp_polymers_2",,STY/2EHA/AA 81/11/8
STY/BUTENOL 85/15,,17.4,7.8,3.8,7.7,Styrene Polymers And Copolymers - Solvent Range,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers,hsp_polymers_2",,STY/BUTENOL 85/15
STY/CYCLOL 82/18,,18.2,5.6,7.2,5.7,Styrene Polymers And Copolymers - Solvent Range,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers,hsp_polymers_2",,STY/CYCLOL 82/18
STY/HALF ESTER MA 60/40,,18.9,10.9,10.7,9.7,Styrene Polymers And Copolymers - Solvent Range,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers,hsp_polymers_2",,STY/HALF ESTER MA 60/40
STY/MA 85/15,,18.0,9.0,3.0,9.0,Styrene Polymers And Copolymers - Solvent Range,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers,hsp_polymers_2",,STY/MA 85/15
STY/MAA 90/10,,18.7,6.3,7.3,6.7,Styrene Polymers And Copolymers - Solvent Range,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers,hsp_polymers_2",,STY/MAA 90/10
STY/PROP HALF E MA 57/43,,18.0,9.8,8.4,10.1,Styrene Polymers And Copolymers - Solvent Range,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers,hsp_polymers_2",,STY/PROP HALF E MA 57/43
STY/VBE 85/15,,17.4,7.8,3.8,7.7,Styrene Polymers And Copolymers - Solvent Range,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers,hsp_polymers_2",,STY/VBE 85/15
STYRON 44OM-27 MOD PS,,20.0,5.0,1.0,7.0,Styrene Polymers And Copolymers - Solvent Range,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers,hsp_polymers_2",,Styron 44OM-27 MOD PS
STYRON 475M-27,,20.0,5.0,1.0,7.0,Styrene Polymers And Copolymers - Solvent Range,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers,hsp_polymers_2",,Styron 475M-27
STYRON 480-27,,20.0,6.0,4.0,5.3,Styrene Polymers And Copolymers - Solvent Range,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers,hsp_polymers_2",,Styron 480-27
SUCROSE,,21.67,26.26,29.62,20.44,Biologically Interesting Systems,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers,hsp_polymers_2",,SUCROSE
SUPER BECKACITE 1001,,23.26,6.55,8.35,19.85,Phenolic Resins,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers,hsp_polymers_2",,SUPER BECKACITE 1001
SUPRASEC F-5100,,19.7,12.9,12.8,11.4,Isocyanate,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers,hsp_polymers_2",,SUPRASEC F-5100
SYNRESIN A 560,,22.1,5.0,11.3,15.5,Amino Resins,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers,hsp_polymers_2",,SYNRESIN A 560
TEFLON (SL2-),,17.1,8.1,1.3,4.7,Silicone Resins,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers",,
TEG EG MAL TEREP,,18.8,11.4,9.2,10.2,Polyesters - Solvent Range,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers,hsp_polymers_2",,TEG EG MAL TEREP
TEG MALEATE,,18.1,13.9,12.1,9.7,Polyesters - Solvent Range,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers,hsp_polymers_2",,TEG MALEATE
TOLONATE HDB (RH-POULENC),,19.0,11.0,2.0,11.3,Tolonate Solubility,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers",,
TOLONATE HDT (RH-POULENC),,19.0,11.0,3.0,12.0,Tolonate Solubility,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers",,
TOPAS 6013 SOL,,18.0,3.0,2.0,5.0,COC Solubility,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers,hsp_polymers_2",,TOPAS 6013 SOL
UFORMITE MX-61,,22.7,2.8,5.4,16.2,Amino Resins,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers,hsp_polymers_2",,UFORMITE MX-61
URACRON 15,,19.2,7.7,5.7,10.6,Acrylate Resins,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers,hsp_polymers_2",,URACRON 15
UREA,,20.9,18.7,26.4,19.42,Biologically Interesting Systems,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers,hsp_polymers_2",,UREA
VA/EA/CY 70/20/10,,20.0,12.0,11.0,15.0,Vinyl Resins - Solvent Range,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers",,
VA/EHA/CYC/MAA/76/12/8/4,,21.2,12.4,13.0,12.6,Vinyl Resins - Solvent Range,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers",,
VA/EHA/MA 63/33/4,,17.7,6.3,7.7,5.3,Vinyl Resins - Solvent Range,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers",,
VAREZ 123,,17.3,10.9,11.9,10.7,Polyesters - Solvent Range,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers",,
VBE/AN/MAA 46/27/27,,18.9,11.7,11.1,9.6,Vinyl Resins - Solvent Range,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers,hsp_polymers_2",,VBE/AN/MAA 46/27/27
VBE/MA/MAC46/27/27,,19.4,13.0,13.8,12.3,Vinyl Resins - Solvent Range,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers,hsp_polymers_2",,VBE/MA/MAC46/27/27
VCVA COPOLY,,17.3,8.7,6.1,7.8,Based on Solvent Range Solubility Data - Not too Reliable,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers",,
VDC/AA 75/25 ?,,20.4,11.0,0.8,11.7,Vinyl Resins - Solvent Range,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers",,
VERSAMID 100,,23.8,5.3,16.2,16.1,Epoxy Curing Agents,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers,hsp_polymers_2",,Versamid 100
VERSAMID 100?,,18.8,3.0,9.2,7.8,Based on Solvent Range Solubility Data - Not too Reliable,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers",,
VERSAMID 115,,20.3,6.6,14.1,9.6,Epoxy Curing Agents,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers,hsp_polymers_2",,Versamid 115
VERSAMID 125,,24.9,3.1,18.7,20.3,Epoxy Curing Agents,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers,hsp_polymers_2",,Versamid 125
VERSAMID 140,,26.9,2.4,18.5,24.0,Epoxy Curing Agents,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers,hsp_polymers_2",,Versamid 140
VERSAMID 930,,17.43,-1.92,14.89,9.62,Polyamide,0.3,1,hansen_a2,,hansen_a2,,
VERSAMID 961,,18.9,9.6,11.1,6.2,Polyamide,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers,hsp_polymers_2",,Versamid 961
VERSAMID 965,,20.15,6.04,12.9,9.2,Polyamide,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers,hsp_polymers_2",,Versamid 965
VESTURIT BL 908,,18.8,12.0,6.0,11.5,Binders in Solution: Alkyds and Polyesters,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers,hsp_polymers_2",,VESTURIT BL 908
VESTURIT BL 915,,17.7,13.0,7.6,11.5,Binders in Solution: Alkyds and Polyesters,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers,hsp_polymers_2",,VESTURIT BL 915
VILIT MB 30,,20.0,8.3,6.7,9.4,Vinyl Chloride Copolymers,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers,hsp_polymers_2",,VILIT MB 30
VILIT MC 31,,20.0,8.3,6.7,9.4,Vinyl Chloride Copolymers,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers,hsp_polymers_2",,VILIT MC 31
VILIT MC 39,,18.4,7.6,6.7,6.8,Vinyl Chloride Copolymers,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers,hsp_polymers_2",,VILIT MC 39
VINSOL ROSIN,,17.4,10.0,13.0,10.5,Based on Solvent Range Solubility Data - Not too Reliable,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers,hsp_polymers_2",,VINSOL ROSIN
VINYL SILANE,,16.4,3.7,4.5,10.0,Chemical Resistance of High Performance and Other Polymers,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers,hsp_polymers_2",,VINYL SILANE
VINYLITE AYAA PVAC,,22.9,18.3,7.7,20.4,Vinyl Resins - Solvent Range,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers",,
VINYLITE VAGD,,17.1,10.4,6.5,7.5,Vinyl Chloride Copolymers,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers,hsp_polymers_2",,VINYLITE VAGD
VINYLITE VAGH,,16.5,10.9,6.4,7.7,Vinyl Chloride Copolymers,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers,hsp_polymers_2",,VINYLITE VAGH
VINYLITE VMCA,,17.7,11.1,6.9,8.7,Vinyl Chloride Copolymers,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers,hsp_polymers_2",,VINYLITE VMCA
VINYLITE VMCC,,17.6,11.1,6.8,8.8,Vinyl Chloride Copolymers,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers,hsp_polymers_2",,VINYLITE VMCC
VINYLITE VMCH,,17.6,11.1,6.4,8.6,Vinyl Chloride Copolymers,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers,hsp_polymers_2",,VINYLITE VMCH
VINYLITE VXCC,,18.0,9.4,4.6,8.4,Vinyl Resins - Solvent Range,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers,hsp_polymers_2",,VINYLITE VXCC
VINYLITE VYHH,,17.4,10.2,5.9,7.8,Vinyl Chloride Copolymers,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers,hsp_polymers_2",,VINYLITE VYHH
VINYLITE VYLF,,18.1,10.3,4.2,8.3,Vinyl Chloride Copolymers,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers,hsp_polymers_2",,VINYLITE VYLF
VINYLITE XYHL PVB UTYRAL,,19.0,9.0,15.0,12.0,Vinyl Resins - Solvent Range,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers",,
VINYLITE XYSG PVB UTYRAL,,19.0,9.0,15.0,12.0,Vinyl Resins - Solvent Range,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers",,
VIPLA KR (PVC),,18.4,6.6,8.0,3.0,Polyvinylchloride,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers",,
VITEL PE LINEAR,,14.9,10.1,2.9,6.1,Polyesters - Solvent Range,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers,hsp_polymers_2",,VITEL PE LINEAR
VITEL PE101-X,,21.3,6.3,4.7,7.3,Polyesters - Solvent Range,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers,hsp_polymers_2",,VITEL PE101-X
VITON 1 HR,,16.5,8.1,8.3,6.6,Practical Film Thickness,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers,hsp_polymers_2",,VITON 1 HR
VITON 20 MIN,,10.9,14.5,3.1,14.1,Practical Film Thickness,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers,hsp_polymers_2",,VITON 20 MIN
VITON 4 HR,,13.6,15.4,8.6,14.4,Practical Film Thickness,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers,hsp_polymers_2",,VITON 4 HR
VYHH-NIF REPT,,17.4,9.9,6.7,7.5,Polymer Solubility Data from Various Sources,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers,hsp_polymers_2",,VYHH-NIF REPT
VYSET 69,,17.9,3.5,7.5,5.9,Vinyl Resins - Solvent Range,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers,hsp_polymers_2",,VYSET 69
ZINK SILICATE - CHEMICAL RES.,,23.5,17.5,16.8,15.6,Special Data,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers,hsp_polymers_2",,ZINK SILICATE - CHEMICAL RES.
VIPLA KR,,18.4,6.6,8.0,3.0,Vinyl Polymer,0.850,1,hsp_polymers_2,,hsp_polymers_2,,VIPLA KR
BUTV AR B 76,,18.6,4.36,13.03,10.64,Vinyl Polymer,0.850,1,hsp_polymers_2,,hsp_polymers_2,,BUTV AR B 76
TEFLON,,17.1,8.1,1.3,4.7,Fluoropolymer,0.850,1,hsp_polymers_2,,hsp_polymers_2,,TEFLON
PE CR QUESTIONABLE V ALUES,,16.8,5.4,2.4,4.7,Polyolefin,0.850,1,hsp_polymers_2,,hsp_polymers_2,,PE CR QUESTIONABLE V ALUES
SILICONE DC-1107,,19.6,3.4,10.8,9.8,Elastomer,0.850,1,hsp_polymers_2,,hsp_polymers_2,,SILICONE DC-1107
PVETHYLETHER,,15.1,3.1,11.9,12.9,Vinyl Polymer,0.850,1,hsp_polymers_2,,hsp_polymers_2,,PVETHYLETHER
PBMA,,15.9,5.5,5.9,8.5,Acrylic,0.850,1,hsp_polymers_2,,hsp_polymers_2,,PBMA
SILICONE DC 23,,16.4,0.0,7.8,5.5,Elastomer,0.850,1,hsp_polymers_2,,hsp_polymers_2,,SILICONE DC 23
ETHCEL N22,,22.7,0.5,16.5,20.1,Cellulosic Polymer,0.850,1,hsp_polymers_2,,hsp_polymers_2,,ETHCEL N22
PV AC,,17.6,2.2,4.0,4.1,Vinyl Polymer,0.850,1,hsp_polymers_2,,hsp_polymers_2,,PV AC
BUNA N BUTADIENE/ACRYLONITRILE,,17.8,3.2,3.4,3.7,Elastomer,0.850,1,hsp_polymers_2,,hsp_polymers_2,,BUNA N BUTADIENE/ACRYLONITRILE
PEO 4000  HEATED SAMPLES,,21.5,10.9,13.1,15.9,Polyolefin,0.850,1,hsp_polymers_2,,hsp_polymers_2,,PEO 4000  HEATED SAMPLES
POLYETHYLENESULFIDE,,17.8,3.8,2.2,4.1,Polyolefin,0.850,1,hsp_polymers_2,,hsp_polymers_2,POLYETHYLENESULFIDE,POLYETHYLENESULFIDE
VCV A COPOLY,,17.3,8.7,6.1,7.8,Vinyl Polymer,0.850,1,hsp_polymers_2,,hsp_polymers_2,,VCV A COPOLY
PVOH,,17.0,9.0,18.0,4.0,Vinyl Polymer,0.850,1,hsp_polymers_2,,hsp_polymers_2,,PVOH
MMA/EA/AN 55/30/15,,16.7,10.9,8.5,8.5,Acrylic,0.850,1,hsp_polymers_2,,hsp_polymers_2,,MMA/EA/AN 55/30/15
