name,cas_number,delta_d,delta_p,delta_h,radius,type,confidence,source_count,source,source_url,dataset_id
STY/VBE 85/15,,17.4,7.8,3.8,7.7,Styrene Polymers And Copolymers - Solvent Range,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers"
STYRON 44OM-27 MOD PS,,20.0,5.0,1.0,7.0,Styrene Polymers And Copolymers - Solvent Range,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers"
STYRON 475M-27,,20.0,5.0,1.0,7.0,Styrene Polymers And Copolymers - Solvent Range,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers"
STYRON 480-27,,20.0,6.0,4.0,5.3,Styrene Polymers And Copolymers - Solvent Range,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers"
SUCROSE,,21.67,26.26,29.62,20.44,Biologically Interesting Systems,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers"
SUPER BECKACITE 1001,,23.26,6.55,8.35,19.85,Phenolic Resins,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers"
SUPRASEC F-5100,,19.7,12.9,12.8,11.4,Isocyanate,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers"
SYNRESIN A 560,,22.1,5.0,11.3,15.5,Amino Resins,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers"
TEFLON (SL2-),,17.1,8.1,1.3,4.7,Silicone Resins,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers"
TEG EG MAL TEREP,,18.8,11.4,9.2,10.2,Polyesters - Solvent Range,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers"
TEG MALEATE,,18.1,13.9,12.1,9.7,Polyesters - Solvent Range,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers"
TOLONATE HDB (RH-POULENC),,19.0,11.0,2.0,11.3,Tolonate Solubility,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers"
TOLONATE HDT (RH-POULENC),,19.0,11.0,3.0,12.0,Tolonate Solubility,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers"
TOPAS 6013 SOL,,18.0,3.0,2.0,5.0,COC Solubility,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers"
UFORMITE MX-61,,22.7,2.8,5.4,16.2,Amino Resins,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers"
URACRON 15,,19.2,7.7,5.7,10.6,Acrylate Resins,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers"
UREA,,20.9,18.7,26.4,19.42,Biologically Interesting Systems,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers"
VA/EA/CY 70/20/10,,20.0,12.0,11.0,15.0,Vinyl Resins - Solvent Range,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers"
VA/EHA/CYC/MAA/76/12/8/4,,21.2,12.4,13.0,12.6,Vinyl Resins - Solvent Range,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers"
VA/EHA/MA 63/33/4,,17.7,6.3,7.7,5.3,Vinyl Resins - Solvent Range,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers"
VAREZ 123,,17.3,10.9,11.9,10.7,Polyesters - Solvent Range,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers"
VBE/AN/MAA 46/27/27,,18.9,11.7,11.1,9.6,Vinyl Resins - Solvent Range,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers"
VBE/MA/MAC46/27/27,,19.4,13.0,13.8,12.3,Vinyl Resins - Solvent Range,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers"
VCVA COPOLY,,17.3,8.7,6.1,7.8,Based on Solvent Range Solubility Data - Not too Reliable,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers"
VDC/AA 75/25 ?,,20.4,11.0,0.8,11.7,Vinyl Resins - Solvent Range,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers"
VERSAMID 100,,23.8,5.3,16.2,16.1,Epoxy Curing Agents,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers"
VERSAMID 100?,,18.8,3.0,9.2,7.8,Based on Solvent Range Solubility Data - Not too Reliable,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers"
VERSAMID 115,,20.3,6.6,14.1,9.6,Epoxy Curing Agents,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers"
VERSAMID 125,,24.9,3.1,18.7,20.3,Epoxy Curing Agents,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers"
VERSAMID 140,,26.9,2.4,18.5,24.0,Epoxy Curing Agents,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers"
VERSAMID 930,,17.43,-1.92,14.89,9.62,Polyamide,0.3,1,hansen_a2,,hansen_a2
VERSAMID 961,,18.9,9.6,11.1,6.2,Polyamide,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers"
VERSAMID 965,,20.15,6.04,12.9,9.2,Polyamide,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers"
VESTURIT BL 908,,18.8,12.0,6.0,11.5,Binders in Solution: Alkyds and Polyesters,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers"
VESTURIT BL 915,,17.7,13.0,7.6,11.5,Binders in Solution: Alkyds and Polyesters,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers"
VILIT MB 30,,20.0,8.3,6.7,9.4,Vinyl Chloride Copolymers,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers"
VILIT MC 31,,20.0,8.3,6.7,9.4,Vinyl Chloride Copolymers,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers"
VILIT MC 39,,18.4,7.6,6.7,6.8,Vinyl Chloride Copolymers,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers"
VINSOL ROSIN,,17.4,10.0,13.0,10.5,Based on Solvent Range Solubility Data - Not too Reliable,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers"
VINYL SILANE,,16.4,3.7,4.5,10.0,Chemical Resistance of High Performance and Other Polymers,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers"
VINYLITE AYAA PVAC,,22.9,18.3,7.7,20.4,Vinyl Resins - Solvent Range,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers"
VINYLITE VAGD,,17.1,10.4,6.5,7.5,Vinyl Chloride Copolymers,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers"
VINYLITE VAGH,,16.5,10.9,6.4,7.7,Vinyl Chloride Copolymers,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers"
VINYLITE VMCA,,17.7,11.1,6.9,8.7,Vinyl Chloride Copolymers,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers"
VINYLITE VMCC,,17.6,11.1,6.8,8.8,Vinyl Chloride Copolymers,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers"
VINYLITE VMCH,,17.6,11.1,6.4,8.6,Vinyl Chloride Copolymers,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers"
VINYLITE VXCC,,18.0,9.4,4.6,8.4,Vinyl Resins - Solvent Range,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers"
VINYLITE VYHH,,17.4,10.2,5.9,7.8,Vinyl Chloride Copolymers,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers"
VINYLITE VYLF,,18.1,10.3,4.2,8.3,Vinyl Chloride Copolymers,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers"
VINYLITE XYHL PVB UTYRAL,,19.0,9.0,15.0,12.0,Vinyl Resins - Solvent Range,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers"
VINYLITE XYSG PVB UTYRAL,,19.0,9.0,15.0,12.0,Vinyl Resins - Solvent Range,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers"
VIPLA KR (PVC),,18.4,6.6,8.0,3.0,Polyvinylchloride,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers"
VITEL PE LINEAR,,14.9,10.1,2.9,6.1,Polyesters - Solvent Range,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers"
VITEL PE101-X,,21.3,6.3,4.7,7.3,Polyesters - Solvent Range,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers"
VITON 1 HR,,16.5,8.1,8.3,6.6,Practical Film Thickness,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers"
VITON 20 MIN,,10.9,14.5,3.1,14.1,Practical Film Thickness,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers"
VITON 4 HR,,13.6,15.4,8.6,14.4,Practical Film Thickness,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers"
VYHH-NIF REPT,,17.4,9.9,6.7,7.5,Polymer Solubility Data from Various Sources,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers"
VYSET 69,,17.9,3.5,7.5,5.9,Vinyl Resins - Solvent Range,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers"
ZINK SILICATE - CHEMICAL RES.,,23.5,17.5,16.8,15.6,Special Data,0.3,1,hansen_a2,,"hansen_a2,hspip_polymers"
